Sum-of-Sector Reporting
IPAD UDID : 83A1D7F3-FBAF-523B-BB73-63EB6073255D

IPAD UDID,Update Date,Previous DB Version String,Current DB Version String,IP Address,Device Serial Number
83A1D7F3-FBAF-523B-BB73-63EB6073255D,27/09/2012,,TEST-36,10.42.200.42,
